"","MIN","total_reads","no_samples","parent_MIN","type","rank"
"2866","MZP_000008235",2,1,"MZP_000000169","pseudogene",7090
"2867","MZP_000009445",2,1,"MZP_000000169","pseudogene",8288
"2868","MZP_000000170",32354,65,"MZP_000000170","parent",126
"2869","MZP_000005136",2,1,"MZP_000000170","pseudogene",6617
"2870","MZP_000000171",10015,74,"MZP_000000171","parent",213
"2871","MZP_000000172",3668,46,"MZP_000000172","parent",326
"2872","MZP_000000173",5557,22,"MZP_000000173","parent",277
"2873","MZP_000000174",2812,22,"MZP_000000174","parent",367
"2874","MZP_000000175",5736,29,"MZP_000000175","parent",274
"2875","MZP_000011053",2,1,"MZP_000000175","pseudogene",9881
"2876","MZP_000011059",2,1,"MZP_000000175","pseudogene",9887
"2877","MZP_000000176",3340,45,"MZP_000000176","parent",343
"2878","MZP_000000846",15,3,"MZP_000000176","pseudogene",2679
"2879","MZP_000011029",2,1,"MZP_000000176","pseudogene",9857
"2880","MZP_000000177",21165,87,"MZP_000000177","parent",150
"2881","MZP_000000178",27312,82,"MZP_000000178","parent",133
"2882","MZP_000001401",4,2,"MZP_000000178","pseudogene",4512
"2883","MZP_000005388",2,1,"MZP_000000178","pseudogene",6858
"2884","MZP_000010492",2,1,"MZP_000000178","pseudogene",9323
"2885","MZP_000000179",7120,77,"MZP_000000179","parent",246
"2886","MZP_000008824",2,1,"MZP_000000179","pseudogene",7674
"2887","MZP_000004633",2,1,"MZP_000000179","pseudogene",6119
"2888","MZP_000011057",2,1,"MZP_000000179","pseudogene",9885
"2889","MZP_000000180",3016,24,"MZP_000000180","parent",358
"2890","MZP_000000181",19170,64,"MZP_000000181","parent",161
"2891","MZP_000011093",2,1,"MZP_000000181","pseudogene",9921
"2892","MZP_000000182",6068,22,"MZP_000000182","parent",266
"2893","MZP_000005205",2,1,"MZP_000000182","pseudogene",6686
"2894","MZP_000000183",21468,103,"MZP_000000183","parent",149
"2895","MZP_000014053",2,1,"MZP_000000183","pseudogene",10775
"2896","MZP_000013525",2,1,"MZP_000000183","pseudogene",10529
"2897","MZP_000014043",2,1,"MZP_000000183","pseudogene",10768
"2898","MZP_000000185",2233,49,"MZP_000000185","parent",396
"2899","MZP_000000947",13,1,"MZP_000000185","pseudogene",2864
"2900","MZP_000000186",4344,51,"MZP_000000186","parent",308
"2901","MZP_000001340",4,2,"MZP_000000186","pseudogene",4509
"2902","MZP_000005354",2,1,"MZP_000000186","pseudogene",6825
"2903","MZP_000010215",2,1,"MZP_000000186","pseudogene",9047
"2904","MZP_000010763",2,1,"MZP_000000186","pseudogene",9592
"2905","MZP_000000187",6231,62,"MZP_000000187","parent",262
"2906","MZP_000003936",14,1,"MZP_000000187","pseudogene",2798
"2907","MZP_000000188",10726,48,"MZP_000000188","parent",205
"2908","MZP_000000645",127,11,"MZP_000000188","pseudogene",1124
"2909","MZP_000002087",109,3,"MZP_000000188","pseudogene",1190
"2910","MZP_000001072",4,3,"MZP_000000188","pseudogene",4459
"2911","MZP_000000189",134277,66,"MZP_000000189","parent",46
"2912","MZP_000002325",1837,13,"MZP_000000189","pseudogene",422
"2913","MZP_000002817",1087,8,"MZP_000000189","pseudogene",507
"2914","MZP_000002041",737,11,"MZP_000000189","pseudogene",562
"2915","MZP_000002214",41,8,"MZP_000000189","pseudogene",1772
"2916","MZP_000002923",13,1,"MZP_000000189","pseudogene",2866
"2917","MZP_000010625",2,1,"MZP_000000189","pseudogene",9455
"2918","MZP_000005149",2,1,"MZP_000000189","pseudogene",6630
"2919","MZP_000000191",6678,51,"MZP_000000191","parent",252
"2920","MZP_000005407",2,1,"MZP_000000191","pseudogene",6876
"2921","MZP_000010657",2,1,"MZP_000000191","pseudogene",9487
"2922","MZP_000010991",2,1,"MZP_000000191","pseudogene",9820
"2923","MZP_000011138",2,1,"MZP_000000191","pseudogene",9966
"2924","MZP_000000192",6016,33,"MZP_000000192","parent",267
"2925","MZP_000000774",235,9,"MZP_000000192","pseudogene",872
"2926","MZP_000001887",35,6,"MZP_000000192","pseudogene",1887
"2927","MZP_000013487",2,1,"MZP_000000192","pseudogene",10508
"2928","MZP_000000193",12781,41,"MZP_000000193","parent",190
"2929","MZP_000005209",2,1,"MZP_000000193","pseudogene",6690
"2930","MZP_000005210",2,1,"MZP_000000193","pseudogene",6691
"2931","MZP_000010777",2,1,"MZP_000000193","pseudogene",9606
"2932","MZP_000014045",2,1,"MZP_000000193","pseudogene",10770
"2933","MZP_000000194",98,6,"MZP_000000194","parent",1250
"2934","MZP_000000195",40121,12,"MZP_000000195","parent",113
"2935","MZP_000008562",2,1,"MZP_000000195","pseudogene",7414
"2936","MZP_000004577",2,1,"MZP_000000195","pseudogene",6064
"2937","MZP_000008559",2,1,"MZP_000000195","pseudogene",7411
"2938","MZP_000004574",2,1,"MZP_000000195","pseudogene",6061
"2939","MZP_000008624",2,1,"MZP_000000195","pseudogene",7476
"2940","MZP_000008635",2,1,"MZP_000000195","pseudogene",7487
"2941","MZP_000008663",2,1,"MZP_000000195","pseudogene",7514
"2942","MZP_000000196",14523,81,"MZP_000000196","parent",178
"2943","MZP_000010145",2,1,"MZP_000000196","pseudogene",8977
"2944","MZP_000010112",2,1,"MZP_000000196","pseudogene",8945
"2945","MZP_000010129",2,1,"MZP_000000196","pseudogene",8962
"2946","MZP_000010130",2,1,"MZP_000000196","pseudogene",8963
"2947","MZP_000010730",2,1,"MZP_000000196","pseudogene",9560
"2948","MZP_000005080",2,1,"MZP_000000196","pseudogene",6562
"2949","MZP_000010149",2,1,"MZP_000000196","pseudogene",8981
"2950","MZP_000010153",2,1,"MZP_000000196","pseudogene",8985
"2951","MZP_000000197",6288,56,"MZP_000000197","parent",260
"2952","MZP_000011078",2,1,"MZP_000000197","pseudogene",9906
"2953","MZP_000000198",15091,57,"MZP_000000198","parent",173
"2954","MZP_000002440",9,6,"MZP_000000198","pseudogene",3286
"2955","MZP_000004236",6,1,"MZP_000000198","pseudogene",4073
"2956","MZP_000002974",6,4,"MZP_000000198","pseudogene",3819
"2957","MZP_000010186",2,1,"MZP_000000198","pseudogene",9018
"2958","MZP_000010198",2,1,"MZP_000000198","pseudogene",9030
"2959","MZP_000010161",2,1,"MZP_000000198","pseudogene",8993
"2960","MZP_000000199",4534,29,"MZP_000000199","parent",304
"2961","MZP_000001134",23,3,"MZP_000000199","pseudogene",2243
"2962","MZP_000008783",2,1,"MZP_000000199","pseudogene",7633
"2963","MZP_000001292",2,2,"MZP_000000199","pseudogene",5749
"2964","MZP_000009379",2,1,"MZP_000000199","pseudogene",8222
"2965","MZP_000009430",2,1,"MZP_000000199","pseudogene",8273
"2966","MZP_000000200",13727,41,"MZP_000000200","parent",182
"2967","MZP_000000201",9788,47,"MZP_000000201","parent",214
"2968","MZP_000011067",2,1,"MZP_000000201","pseudogene",9895
"2969","MZP_000005379",2,1,"MZP_000000201","pseudogene",6850
"2970","MZP_000011066",2,1,"MZP_000000201","pseudogene",9894
"2971","MZP_000005079",2,1,"MZP_000000201","pseudogene",6561
"2972","MZP_000000202",7643,119,"MZP_000000202","parent",239
"2973","MZP_000000203",3419,28,"MZP_000000203","parent",337
"2974","MZP_000009439",2,1,"MZP_000000203","pseudogene",8282
"2975","MZP_000000204",2105,10,"MZP_000000204","parent",402
"2976","MZP_000000205",3886,22,"MZP_000000205","parent",315
"2977","MZP_000000206",1646,10,"MZP_000000206","parent",441
"2978","MZP_000000207",1644,9,"MZP_000000207","parent",442
"2979","MZP_000000775",28,1,"MZP_000000207","pseudogene",2096
"2980","MZP_000000942",13,1,"MZP_000000207","pseudogene",2861
"2981","MZP_000006434",12,2,"MZP_000000207","pseudogene",2959
"2982","MZP_000001017",9,2,"MZP_000000207","pseudogene",3331
"2983","MZP_000013084",9,1,"MZP_000000207","pseudogene",3397
"2984","MZP_000006658",9,1,"MZP_000000207","pseudogene",3391
"2985","MZP_000001038",8,1,"MZP_000000207","pseudogene",3524
"2986","MZP_000013090",8,1,"MZP_000000207","pseudogene",3627
"2987","MZP_000013114",5,1,"MZP_000000207","pseudogene",4439
"2988","MZP_000013127",4,1,"MZP_000000207","pseudogene",5238
"2989","MZP_000013185",2,1,"MZP_000000207","pseudogene",10347
"2990","MZP_000013187",2,1,"MZP_000000207","pseudogene",10349
"2991","MZP_000013188",2,1,"MZP_000000207","pseudogene",10350
"2992","MZP_000013193",2,1,"MZP_000000207","pseudogene",10355
"2993","MZP_000013196",2,1,"MZP_000000207","pseudogene",10358
"2994","MZP_000000208",3059,25,"MZP_000000208","parent",356
"2995","MZP_000004773",2,1,"MZP_000000208","pseudogene",6256
"2996","MZP_000009414",2,1,"MZP_000000208","pseudogene",8257
"2997","MZP_000000209",5586,18,"MZP_000000209","parent",276
"2998","MZP_000004710",2,1,"MZP_000000209","pseudogene",6195
"2999","MZP_000004723",2,1,"MZP_000000209","pseudogene",6208
"3000","MZP_000009244",2,1,"MZP_000000209","pseudogene",8088
"3001","MZP_000009271",2,1,"MZP_000000209","pseudogene",8115
"3002","MZP_000000210",1725,10,"MZP_000000210","parent",432
"3003","MZP_000000211",2144,14,"MZP_000000211","parent",400
"3004","MZP_000000212",12304,30,"MZP_000000212","parent",192
"3005","MZP_000000213",1291,11,"MZP_000000213","parent",478
"3006","MZP_000000214",3203,70,"MZP_000000214","parent",352
"3007","MZP_000010444",2,1,"MZP_000000214","pseudogene",9275
"3008","MZP_000010485",2,1,"MZP_000000214","pseudogene",9316
"3009","MZP_000000215",1087,15,"MZP_000000215","parent",506
"3010","MZP_000000216",1949,32,"MZP_000000216","parent",413
"3011","MZP_000009786",2,1,"MZP_000000216","pseudogene",8624
"3012","MZP_000004994",2,1,"MZP_000000216","pseudogene",6476
"3013","MZP_000013254",2,1,"MZP_000000216","pseudogene",10403
"3014","MZP_000000217",2149,17,"MZP_000000217","parent",399
"3015","MZP_000008209",2,1,"MZP_000000217","pseudogene",7064
"3016","MZP_000009040",2,1,"MZP_000000217","pseudogene",7886
"3017","MZP_000000218",3254,49,"MZP_000000218","parent",350
"3018","MZP_000005411",2,1,"MZP_000000218","pseudogene",6880
"3019","MZP_000000219",6540,60,"MZP_000000219","parent",255
"3020","MZP_000003625",168,5,"MZP_000000219","pseudogene",1005
"3021","MZP_000010461",2,1,"MZP_000000219","pseudogene",9292
"3022","MZP_000000220",4943,22,"MZP_000000220","parent",294
"3023","MZP_000010087",2,1,"MZP_000000220","pseudogene",8920
"3024","MZP_000010105",2,1,"MZP_000000220","pseudogene",8938
"3025","MZP_000000221",1289,10,"MZP_000000221","parent",479
"3026","MZP_000000223",3610,21,"MZP_000000223","parent",328
"3027","MZP_000000224",1962,6,"MZP_000000224","parent",412
"3028","MZP_000001035",15,2,"MZP_000000224","pseudogene",2693
"3029","MZP_000011005",2,1,"MZP_000000224","pseudogene",9833
"3030","MZP_000000225",5073,13,"MZP_000000225","parent",286
"3031","MZP_000011256",2,1,"MZP_000000225","pseudogene",10083
"3032","MZP_000011258",2,1,"MZP_000000225","pseudogene",10085
"3033","MZP_000000226",1721,55,"MZP_000000226","parent",433
"3034","MZP_000003825",26,1,"MZP_000000226","pseudogene",2157
"3035","MZP_000003919",16,1,"MZP_000000226","pseudogene",2639
"3036","MZP_000004219",6,1,"MZP_000000226","pseudogene",4061
"3037","MZP_000007709",4,1,"MZP_000000226","pseudogene",4942
"3038","MZP_000007833",4,2,"MZP_000000226","pseudogene",4618
"3039","MZP_000008835",2,1,"MZP_000000226","pseudogene",7685
"3040","MZP_000008876",2,1,"MZP_000000226","pseudogene",7724
"3041","MZP_000010672",2,1,"MZP_000000226","pseudogene",9502
"3042","MZP_000009640",2,1,"MZP_000000226","pseudogene",8480
"3043","MZP_000008969",2,1,"MZP_000000226","pseudogene",7815
"3044","MZP_000000227",2491,41,"MZP_000000227","parent",379
"3045","MZP_000000228",13,9,"MZP_000000228","parent",2818
"3046","MZP_000000229",1372,13,"MZP_000000229","parent",467
"3047","MZP_000000230",13,8,"MZP_000000230","parent",2819
"3048","MZP_000000231",1334,17,"MZP_000000231","parent",471
"3049","MZP_000000232",14519,14,"MZP_000000232","parent",179
"3050","MZP_000005262",2,1,"MZP_000000232","pseudogene",6742
"3051","MZP_000010310",2,1,"MZP_000000232","pseudogene",9142
"3052","MZP_000010222",2,1,"MZP_000000232","pseudogene",9054
"3053","MZP_000010921",2,1,"MZP_000000232","pseudogene",9750
"3054","MZP_000004998",2,1,"MZP_000000232","pseudogene",6480
"3055","MZP_000010244",2,1,"MZP_000000232","pseudogene",9076
"3056","MZP_000010873",2,1,"MZP_000000232","pseudogene",9702
"3057","MZP_000000233",12293,61,"MZP_000000233","parent",193
"3058","MZP_000002210",3,2,"MZP_000000233","pseudogene",5371
"3059","MZP_000012342",2,2,"MZP_000000233","pseudogene",5835
"3060","MZP_000000234",2961,42,"MZP_000000234","parent",361
"3061","MZP_000000235",1106,17,"MZP_000000235","parent",503
"3062","MZP_000000236",1495,26,"MZP_000000236","parent",459
"3063","MZP_000000237",692,21,"MZP_000000237","parent",583
"3064","MZP_000000238",3706,107,"MZP_000000238","parent",324
"3065","MZP_000009807",2,1,"MZP_000000238","pseudogene",8645
"3066","MZP_000011109",2,1,"MZP_000000238","pseudogene",9937
"3067","MZP_000000239",7051,87,"MZP_000000239","parent",247
"3068","MZP_000002333",67,2,"MZP_000000239","pseudogene",1453
"3069","MZP_000000240",7310,15,"MZP_000000240","parent",244
"3070","MZP_000004776",2,1,"MZP_000000240","pseudogene",6259
"3071","MZP_000000241",2470,9,"MZP_000000241","parent",381
"3072","MZP_000000242",1718,15,"MZP_000000242","parent",434
"3073","MZP_000000243",2929,73,"MZP_000000243","parent",363
"3074","MZP_000000244",1531,19,"MZP_000000244","parent",456
"3075","MZP_000009796",2,1,"MZP_000000244","pseudogene",8634
"3076","MZP_000000245",2567,33,"MZP_000000245","parent",375
"3077","MZP_000000246",5942,48,"MZP_000000246","parent",271
"3078","MZP_000000247",2863,7,"MZP_000000247","parent",366
"3079","MZP_000010786",2,1,"MZP_000000247","pseudogene",9615
"3080","MZP_000000248",1141,23,"MZP_000000248","parent",499
"3081","MZP_000000249",1090,12,"MZP_000000249","parent",504
"3082","MZP_000000251",63297,58,"MZP_000000251","parent",88
"3083","MZP_000003355",37,3,"MZP_000000251","pseudogene",1851
"3084","MZP_000000252",725,18,"MZP_000000252","parent",570
"3085","MZP_000000253",1311,8,"MZP_000000253","parent",474
"3086","MZP_000000254",1261,15,"MZP_000000254","parent",484
"3087","MZP_000000255",19223,52,"MZP_000000255","parent",160
"3088","MZP_000003884",18,2,"MZP_000000255","pseudogene",2485
"3089","MZP_000004217",6,2,"MZP_000000255","pseudogene",3930
"3090","MZP_000007813",4,1,"MZP_000000255","pseudogene",5015
"3091","MZP_000008638",2,1,"MZP_000000255","pseudogene",7490
"3092","MZP_000009866",2,1,"MZP_000000255","pseudogene",8701
"3093","MZP_000004766",2,1,"MZP_000000255","pseudogene",6250
"3094","MZP_000009405",2,1,"MZP_000000255","pseudogene",8248
"3095","MZP_000009483",2,1,"MZP_000000255","pseudogene",8325
"3096","MZP_000009493",2,1,"MZP_000000255","pseudogene",8335
"3097","MZP_000010892",2,1,"MZP_000000255","pseudogene",9721
"3098","MZP_000004876",2,1,"MZP_000000255","pseudogene",6358
"3099","MZP_000008364",2,1,"MZP_000000255","pseudogene",7218
"3100","MZP_000009444",2,1,"MZP_000000255","pseudogene",8287
"3101","MZP_000008348",2,1,"MZP_000000255","pseudogene",7202
"3102","MZP_000009391",2,1,"MZP_000000255","pseudogene",8234
"3103","MZP_000009398",2,1,"MZP_000000255","pseudogene",8241
"3104","MZP_000009400",2,1,"MZP_000000255","pseudogene",8243
"3105","MZP_000009449",2,1,"MZP_000000255","pseudogene",8292
"3106","MZP_000009497",2,1,"MZP_000000255","pseudogene",8339
"3107","MZP_000010266",2,1,"MZP_000000255","pseudogene",9098
"3108","MZP_000000256",946,12,"MZP_000000256","parent",526
"3109","MZP_000000257",1359,41,"MZP_000000257","parent",468
"3110","MZP_000000258",954,6,"MZP_000000258","parent",523
"3111","MZP_000000259",3545,80,"MZP_000000259","parent",332
"3112","MZP_000000260",2290,79,"MZP_000000260","parent",392
"3113","MZP_000000261",1965,38,"MZP_000000261","parent",410
"3114","MZP_000000262",1898,4,"MZP_000000262","parent",418
"3115","MZP_000000263",1531,20,"MZP_000000263","parent",455
"3116","MZP_000000264",6148,63,"MZP_000000264","parent",264
"3117","MZP_000004259",6,1,"MZP_000000264","pseudogene",4088
"3118","MZP_000013220",2,1,"MZP_000000264","pseudogene",10376
"3119","MZP_000000265",814,13,"MZP_000000265","parent",542
"3120","MZP_000000266",51554,50,"MZP_000000266","parent",100
"3121","MZP_000002975",17,2,"MZP_000000266","pseudogene",2551
"3122","MZP_000010608",2,1,"MZP_000000266","pseudogene",9438
"3123","MZP_000005160",2,1,"MZP_000000266","pseudogene",6641
"3124","MZP_000010072",2,1,"MZP_000000266","pseudogene",8905
"3125","MZP_000000267",1797,37,"MZP_000000267","parent",428
"3126","MZP_000000268",776,4,"MZP_000000268","parent",549
"3127","MZP_000000269",7489,42,"MZP_000000269","parent",241
"3128","MZP_000006081",4,2,"MZP_000000269","pseudogene",4564
"3129","MZP_000013530",2,2,"MZP_000000269","pseudogene",5884
"3130","MZP_000000270",2275,17,"MZP_000000270","parent",393
"3131","MZP_000005178",2,1,"MZP_000000270","pseudogene",6659
"3132","MZP_000000271",3398,70,"MZP_000000271","parent",338
"3133","MZP_000000273",228,25,"MZP_000000273","parent",886
"3134","MZP_000008354",2,1,"MZP_000000273","pseudogene",7208
"3135","MZP_000000274",836,11,"MZP_000000274","parent",539
"3136","MZP_000000275",1400,11,"MZP_000000275","parent",465
"3137","MZP_000000276",662,2,"MZP_000000276","parent",592
"3138","MZP_000000277",754,14,"MZP_000000277","parent",558
"3139","MZP_000000278",645,6,"MZP_000000278","parent",602
"3140","MZP_000000280",638,4,"MZP_000000280","parent",604
"3141","MZP_000000281",278686,51,"MZP_000000281","parent",25
"3142","MZP_000000282",684,26,"MZP_000000282","parent",585
"3143","MZP_000000283",3278,9,"MZP_000000283","parent",348
"3144","MZP_000000503",536,4,"MZP_000000283","pseudogene",641
"3145","MZP_000000894",47,2,"MZP_000000283","pseudogene",1673
"3146","MZP_000003763",46,1,"MZP_000000283","pseudogene",1689
"3147","MZP_000003802",32,1,"MZP_000000283","pseudogene",1983
"3148","MZP_000002931",27,3,"MZP_000000283","pseudogene",2123
"3149","MZP_000003889",20,2,"MZP_000000283","pseudogene",2392
"3150","MZP_000001111",20,3,"MZP_000000283","pseudogene",2378
"3151","MZP_000004038",10,1,"MZP_000000283","pseudogene",3240
"3152","MZP_000004119",8,1,"MZP_000000283","pseudogene",3569
"3153","MZP_000004120",8,1,"MZP_000000283","pseudogene",3570
"3154","MZP_000002930",6,2,"MZP_000000283","pseudogene",3892
"3155","MZP_000007891",4,1,"MZP_000000283","pseudogene",5077
"3156","MZP_000007893",4,1,"MZP_000000283","pseudogene",5079
"3157","MZP_000001187",4,1,"MZP_000000283","pseudogene",4699
"3158","MZP_000004410",4,1,"MZP_000000283","pseudogene",4798
"3159","MZP_000013593",3,1,"MZP_000000283","pseudogene",5660
"3160","MZP_000013584",2,1,"MZP_000000283","pseudogene",10557
"3161","MZP_000010187",2,1,"MZP_000000283","pseudogene",9019
"3162","MZP_000000284",248,38,"MZP_000000284","parent",854
"3163","MZP_000000285",1307,48,"MZP_000000285","parent",475
"3164","MZP_000005211",2,1,"MZP_000000285","pseudogene",6692
"3165","MZP_000000286",382,6,"MZP_000000286","parent",727
"3166","MZP_000000287",3951,87,"MZP_000000287","parent",314
"3167","MZP_000000288",2744,5,"MZP_000000288","parent",371
"3168","MZP_000010042",2,1,"MZP_000000288","pseudogene",8875
"3169","MZP_000000289",1605,48,"MZP_000000289","parent",447
"3170","MZP_000000290",563,5,"MZP_000000290","parent",635
"3171","MZP_000000291",669,17,"MZP_000000291","parent",589
"3172","MZP_000008566",2,1,"MZP_000000291","pseudogene",7418
"3173","MZP_000000293",1880,19,"MZP_000000293","parent",419
"3174","MZP_000010439",2,1,"MZP_000000293","pseudogene",9270
"3175","MZP_000010073",2,1,"MZP_000000293","pseudogene",8906
"3176","MZP_000000294",1444,40,"MZP_000000294","parent",463
"3177","MZP_000004617",2,1,"MZP_000000294","pseudogene",6103
"3178","MZP_000009930",2,1,"MZP_000000294","pseudogene",8764
"3179","MZP_000000295",648,15,"MZP_000000295","parent",600
"3180","MZP_000000296",2486,11,"MZP_000000296","parent",380
"3181","MZP_000009721",2,1,"MZP_000000296","pseudogene",8559
"3182","MZP_000009775",2,1,"MZP_000000296","pseudogene",8613
"3183","MZP_000000297",4360,65,"MZP_000000297","parent",307
"3184","MZP_000005206",2,1,"MZP_000000297","pseudogene",6687
"3185","MZP_000005416",2,1,"MZP_000000297","pseudogene",6884
"3186","MZP_000010126",2,1,"MZP_000000297","pseudogene",8959
"3187","MZP_000010140",2,1,"MZP_000000297","pseudogene",8972
"3188","MZP_000010978",2,1,"MZP_000000297","pseudogene",9807
"3189","MZP_000011198",2,1,"MZP_000000297","pseudogene",10025
"3190","MZP_000000298",730,28,"MZP_000000298","parent",564
"3191","MZP_000000299",3167,23,"MZP_000000299","parent",354
"3192","MZP_000000300",515,5,"MZP_000000300","parent",651
"3193","MZP_000013159",3,1,"MZP_000000300","pseudogene",5599
"3194","MZP_000000301",1597,15,"MZP_000000301","parent",449
"3195","MZP_000000302",340,11,"MZP_000000302","parent",757
"3196","MZP_000000303",450,4,"MZP_000000303","parent",687
"3197","MZP_000000304",2093,71,"MZP_000000304","parent",403
"3198","MZP_000000305",1734,15,"MZP_000000305","parent",430
"3199","MZP_000011027",2,1,"MZP_000000305","pseudogene",9855
"3200","MZP_000000306",1412,30,"MZP_000000306","parent",464
"3201","MZP_000000307",399,44,"MZP_000000307","parent",717
"3202","MZP_000000308",978,16,"MZP_000000308","parent",518
"3203","MZP_000000309",29,7,"MZP_000000309","parent",2046
"3204","MZP_000000311",608,28,"MZP_000000311","parent",614
"3205","MZP_000004525",2,1,"MZP_000000311","pseudogene",6014
"3206","MZP_000008280",2,1,"MZP_000000311","pseudogene",7135
"3207","MZP_000000312",3680,48,"MZP_000000312","parent",325
"3208","MZP_000000313",717,14,"MZP_000000313","parent",575
"3209","MZP_000008373",2,1,"MZP_000000313","pseudogene",7227
"3210","MZP_000000314",983,12,"MZP_000000314","parent",516
"3211","MZP_000000316",959,6,"MZP_000000316","parent",522
"3212","MZP_000008376",2,1,"MZP_000000316","pseudogene",7230
"3213","MZP_000000317",9348,46,"MZP_000000317","parent",216
"3214","MZP_000000318",4631,38,"MZP_000000318","parent",300
"3215","MZP_000000319",8104,54,"MZP_000000319","parent",234
"3216","MZP_000002402",17,4,"MZP_000000319","pseudogene",2536
"3217","MZP_000000320",1184,11,"MZP_000000320","parent",491
"3218","MZP_000000321",2534,50,"MZP_000000321","parent",377
"3219","MZP_000003690",92,5,"MZP_000000321","pseudogene",1286
"3220","MZP_000000729",63,3,"MZP_000000321","pseudogene",1486
"3221","MZP_000001019",9,1,"MZP_000000321","pseudogene",3356
"3222","MZP_000008306",2,1,"MZP_000000321","pseudogene",7161
"3223","MZP_000000322",54,17,"MZP_000000322","parent",1566
"3224","MZP_000000323",404,4,"MZP_000000323","parent",712
"3225","MZP_000000954",12,1,"MZP_000000323","pseudogene",2966
"3226","MZP_000013803",2,1,"MZP_000000323","pseudogene",10638
"3227","MZP_000004541",2,1,"MZP_000000323","pseudogene",6030
"3228","MZP_000000324",1344,41,"MZP_000000324","parent",469
"3229","MZP_000000326",241,18,"MZP_000000326","parent",867
"3230","MZP_000013506",2,2,"MZP_000000326","pseudogene",5878
"3231","MZP_000000327",2758,83,"MZP_000000327","parent",369
"3232","MZP_000000328",21595,62,"MZP_000000328","parent",148
"3233","MZP_000000330",609,6,"MZP_000000330","parent",613
"3234","MZP_000000331",2559,39,"MZP_000000331","parent",376
"3235","MZP_000011134",2,1,"MZP_000000331","pseudogene",9962
"3236","MZP_000011149",2,1,"MZP_000000331","pseudogene",9977
"3237","MZP_000011161",2,1,"MZP_000000331","pseudogene",9988
"3238","MZP_000000332",4087,77,"MZP_000000332","parent",311
"3239","MZP_000013900",2,1,"MZP_000000332","pseudogene",10681
"3240","MZP_000000333",1673,34,"MZP_000000333","parent",437
"3241","MZP_000000334",366,14,"MZP_000000334","parent",738
"3242","MZP_000000335",401,4,"MZP_000000335","parent",714
"3243","MZP_000000336",967,36,"MZP_000000336","parent",519
"3244","MZP_000013500",2,1,"MZP_000000336","pseudogene",10519
"3245","MZP_000000337",345,1,"MZP_000000337","parent",753
"3246","MZP_000000582",66,1,"MZP_000000337","pseudogene",1466
"3247","MZP_000000338",3376,35,"MZP_000000338","parent",340
"3248","MZP_000005142",2,1,"MZP_000000338","pseudogene",6623
"3249","MZP_000000340",1544,30,"MZP_000000340","parent",453
"3250","MZP_000013492",2,1,"MZP_000000340","pseudogene",10513
"3251","MZP_000000342",870,20,"MZP_000000342","parent",535
"3252","MZP_000000343",365,10,"MZP_000000343","parent",739
"3253","MZP_000000345",87,22,"MZP_000000345","parent",1306
"3254","MZP_000000346",323,4,"MZP_000000346","parent",772
"3255","MZP_000000347",568,41,"MZP_000000347","parent",630
"3256","MZP_000000348",70,6,"MZP_000000348","parent",1429
"3257","MZP_000000349",318,4,"MZP_000000349","parent",775
"3258","MZP_000000350",949,33,"MZP_000000350","parent",525
"3259","MZP_000011189",2,1,"MZP_000000350","pseudogene",10016
"3260","MZP_000000351",3552,51,"MZP_000000351","parent",331
"3261","MZP_000000352",88,12,"MZP_000000352","parent",1300
"3262","MZP_000000353",664,9,"MZP_000000353","parent",590
"3263","MZP_000005382",2,1,"MZP_000000353","pseudogene",6853
"3264","MZP_000000354",111317,54,"MZP_000000354","parent",59
"3265","MZP_000000355",762,35,"MZP_000000355","parent",554
"3266","MZP_000006027",4,1,"MZP_000000355","pseudogene",4900
"3267","MZP_000007994",4,1,"MZP_000000355","pseudogene",5165
"3268","MZP_000000356",312,9,"MZP_000000356","parent",782
"3269","MZP_000000358",332,10,"MZP_000000358","parent",762
"3270","MZP_000000359",138,14,"MZP_000000359","parent",1094
"3271","MZP_000000361",372,17,"MZP_000000361","parent",731
"3272","MZP_000000362",3455,57,"MZP_000000362","parent",336
"3273","MZP_000013980",4,1,"MZP_000000362","pseudogene",5317
"3274","MZP_000000363",10803,61,"MZP_000000363","parent",203
"3275","MZP_000005134",2,1,"MZP_000000363","pseudogene",6615
"3276","MZP_000005139",2,1,"MZP_000000363","pseudogene",6620
"3277","MZP_000000364",2349,42,"MZP_000000364","parent",390
"3278","MZP_000000365",326,11,"MZP_000000365","parent",769
"3279","MZP_000000366",7331,83,"MZP_000000366","parent",243
"3280","MZP_000000367",266,2,"MZP_000000367","parent",826
"3281","MZP_000000368",253,8,"MZP_000000368","parent",848
"3282","MZP_000000369",8673,27,"MZP_000000369","parent",223
"3283","MZP_000000370",8615,64,"MZP_000000370","parent",225
"3284","MZP_000000371",261,2,"MZP_000000371","parent",834
"3285","MZP_000000372",10144,44,"MZP_000000372","parent",211
"3286","MZP_000000373",280,5,"MZP_000000373","parent",811
"3287","MZP_000000769",29,2,"MZP_000000373","pseudogene",2059
"3288","MZP_000000374",253,2,"MZP_000000374","parent",849
"3289","MZP_000000375",427,10,"MZP_000000375","parent",698
"3290","MZP_000000376",253,22,"MZP_000000376","parent",846
"3291","MZP_000000377",55,7,"MZP_000000377","parent",1555
"3292","MZP_000000378",1184,20,"MZP_000000378","parent",490
"3293","MZP_000000379",244,3,"MZP_000000379","parent",864
"3294","MZP_000013096",7,1,"MZP_000000379","pseudogene",3794
